,img,colormap,dataset,arquitetura_cnn
MTF,UMD,plasma,0.5208333134651184,densenet
MTF,GunPoint,plasma,0.8999999761581421,densenet
MTF,DiatomSizeReduction,plasma,0.4444444477558136,densenet
MTF,GesturePebbleZ1,plasma,0.7441860437393188,densenet
MTF,ToeSegmentation1,plasma,0.7236841917037964,densenet
MTF,RefrigerationDevices,plasma,0.5040000081062317,densenet
MTF,PowerCons,plasma,0.75,densenet
MTF,WormsTwoClass,plasma,0.6233766078948975,densenet
MTF,Worms,plasma,0.5974025726318359,densenet
MTF,ScreenType,plasma,0.437333345413208,densenet
MTF,Fish,plasma,0.5828571319580078,densenet
MTF,Lightning7,plasma,0.4383561611175537,densenet
MTF,AllGestureWiimoteX,plasma,0.2171428501605987,densenet
MTF,DodgerLoopGame,plasma,0.52173912525177,densenet
MTF,HouseTwenty,plasma,0.7310924530029297,densenet
MTF,ShapeletSim,plasma,0.6555555462837219,densenet
MTF,MedicalImages,plasma,0.5276315808296204,densenet
MTF,Meat,plasma,0.7166666388511658,densenet
MTF,ArrowHead,plasma,0.5828571319580078,densenet
MTF,Computers,plasma,0.6200000047683716,densenet
MTF,Coffee,plasma,0.8928571343421936,densenet
MTF,Lightning2,plasma,1.0,densenet
MTF,GesturePebbleZ2,plasma,0.7278481125831604,densenet
MTF,EOGHorizontalSignal,plasma,0.157458558678627,densenet
MTF,FreezerSmallTrain,plasma,0.7547368407249451,densenet
MTF,CBF,plasma,0.8144444227218628,densenet
MTF,LargeKitchenAppliances,plasma,0.4560000002384186,densenet
MTF,GunPointAgeSpan,plasma,0.9018987417221068,densenet
MTF,SyntheticControl,plasma,0.6299999952316284,densenet
MTF,InsectEPGSmallTrain,plasma,0.6867470145225525,densenet
MTF,SemgHandMovementCh2,plasma,0.2155555486679077,densenet
RP,FaceFour,plasma,0.6931818127632141,densenet
RP,BirdChicken,plasma,0.75,densenet
RP,ProximalPhalanxTW,plasma,0.9756097793579102,densenet
RP,CinCECGTorso,plasma,0.8471014499664307,densenet
RP,Beef,plasma,0.7666666507720947,densenet
RP,EthanolLevel,plasma,0.8119999766349792,densenet
RP,MoteStrain,plasma,0.8138977885246277,densenet
RP,GestureMidAirD1,plasma,0.4615384638309479,densenet
RP,OliveOil,plasma,0.9666666388511658,densenet
RP,ProximalPhalanxOutlineAgeGroup,plasma,0.9609755873680116,densenet
RP,SemgHandGenderCh2,plasma,0.6499999761581421,densenet
RP,Plane,plasma,0.9904761910438538,densenet
RP,AllGestureWiimoteZ,plasma,0.4300000071525574,densenet
RP,ItalyPowerDemand,plasma,0.9067055583000184,densenet
RP,Car,plasma,0.8999999761581421,densenet
RP,Haptics,plasma,0.5097402334213257,densenet
RP,DistalPhalanxOutlineAgeGroup,plasma,0.9496402740478516,densenet
RP,Strawberry,plasma,0.9243243336677552,densenet
RP,ECG200,plasma,1.0,densenet
RP,FiftyWords,plasma,0.6769230961799622,densenet
RP,AllGestureWiimoteY,plasma,0.2828571498394012,densenet
RP,GestureMidAirD3,plasma,0.2692307829856872,densenet
RP,Ham,plasma,0.6666666865348816,densenet
RP,SwedishLeaf,plasma,0.9728000164031982,densenet
RP,DodgerLoopDay,plasma,0.324999988079071,densenet
RP,PigCVP,plasma,0.1586538404226303,densenet
RP,ShakeGestureWiimoteZ,plasma,0.7599999904632568,densenet
RP,MiddlePhalanxOutlineCorrect,plasma,0.7147766351699829,densenet
RP,DistalPhalanxTW,plasma,0.9208633303642272,densenet
RP,WordSynonyms,plasma,0.667711615562439,densenet
RP,TwoLeadECG,plasma,0.9833186864852904,densenet
RP,SemgHandSubjectCh2,plasma,0.4955555498600006,densenet
RP,BME,plasma,0.8600000143051147,densenet
RP,MiddlePhalanxOutlineAgeGroup,plasma,0.9285714030265808,densenet
RP,Trace,plasma,0.949999988079071,densenet
RP,InlineSkate,plasma,0.4327272772789001,densenet
RP,Symbols,plasma,0.9437186121940612,densenet
RP,GestureMidAirD2,plasma,0.5230769515037537,densenet
RP,SonyAIBORobotSurface2,plasma,0.715634822845459,densenet
RP,Earthquakes,plasma,0.6906474828720093,densenet
RP,ProximalPhalanxOutlineCorrect,plasma,0.8041236996650696,densenet
RP,Rock,plasma,0.3799999952316284,densenet
RP,OSULeaf,plasma,0.7190082669258118,densenet
RP,ECGFiveDays,plasma,0.9802555441856384,densenet
RP,CricketX,plasma,0.5743589997291565,densenet
RP,ACSF1,plasma,0.3499999940395355,densenet
RP,Chinatown,plasma,0.927113711833954,densenet
RP,CricketZ,plasma,0.6102564334869385,densenet
RP,ToeSegmentation2,plasma,0.7769230604171753,densenet
RP,PigAirwayPressure,plasma,0.125,densenet
RP,Herring,plasma,0.609375,densenet
RP,PigArtPressure,plasma,0.2596153914928436,densenet
RP,PLAID,plasma,0.3687150776386261,densenet
RP,MiddlePhalanxTW,plasma,0.9610389471054076,densenet
RP,BeetleFly,plasma,0.699999988079071,densenet
RP,DistalPhalanxOutlineCorrect,plasma,0.7246376872062683,densenet
RP,EOGVerticalSignal,plasma,0.3342541456222534,densenet
RP,SmoothSubspace,plasma,0.959999978542328,densenet
RP,SmallKitchenAppliances,plasma,0.3946666717529297,densenet
RP,GunPointMaleVersusFemale,plasma,0.996835470199585,densenet
RP,DodgerLoopWeekend,plasma,0.8695651888847351,densenet
RP,Adiac,plasma,0.7442455291748047,densenet
RP,SonyAIBORobotSurface1,plasma,0.622296154499054,densenet
RP,CricketY,plasma,0.6179487109184265,densenet
RP,Wine,plasma,0.7037037014961243,densenet
RP,PickupGestureWiimoteZ,plasma,0.699999988079071,densenet
RP,GunPointOldVersusYoung,plasma,0.958730161190033,densenet
RP,Fungi,plasma,0.801075279712677,densenet
RP,ShapesAll,plasma,0.4699999988079071,densenet
RP,UMD,plasma,0.7708333134651184,densenet
RP,GunPoint,plasma,0.9333333373069764,densenet
RP,DiatomSizeReduction,plasma,0.9411764740943908,densenet
RP,GesturePebbleZ1,plasma,0.7674418687820435,densenet
RP,ToeSegmentation1,plasma,0.8289473652839661,densenet
RP,RefrigerationDevices,plasma,0.4826666712760925,densenet
RP,PowerCons,plasma,0.8888888955116272,densenet
RP,WormsTwoClass,plasma,0.6363636255264282,densenet
RP,Worms,plasma,0.6103895902633667,densenet
RP,ScreenType,plasma,0.3866666555404663,densenet
RP,Fish,plasma,0.9485714435577391,densenet
RP,Lightning7,plasma,0.5890411138534546,densenet
RP,AllGestureWiimoteX,plasma,0.3828571438789367,densenet
RP,DodgerLoopGame,plasma,0.5724637508392334,densenet
RP,HouseTwenty,plasma,0.831932783126831,densenet
RP,ShapeletSim,plasma,0.6000000238418579,densenet
RP,MedicalImages,plasma,0.6605263352394104,densenet
RP,Meat,plasma,0.8166666626930237,densenet
RP,ArrowHead,plasma,0.6800000071525574,densenet
RP,Computers,plasma,0.5680000185966492,densenet
RP,Coffee,plasma,0.9285714030265808,densenet
RP,Lightning2,plasma,1.0,densenet
RP,GesturePebbleZ2,plasma,0.7658227682113647,densenet
RP,EOGHorizontalSignal,plasma,0.3066298365592956,densenet
RP,FreezerSmallTrain,plasma,0.9943859577178956,densenet
RP,CBF,plasma,0.7355555295944214,densenet
RP,LargeKitchenAppliances,plasma,0.4079999923706054,densenet
RP,GunPointAgeSpan,plasma,0.9303797483444214,densenet
RP,SyntheticControl,plasma,0.70333331823349,densenet
RP,InsectEPGSmallTrain,plasma,0.6144578456878662,densenet
RP,SemgHandMovementCh2,plasma,0.3377777636051178,densenet
CWT,FaceFour,seismic,0.7272727489471436,densenet
CWT,BirdChicken,seismic,0.699999988079071,densenet
CWT,ProximalPhalanxTW,seismic,0.9756097793579102,densenet
CWT,CinCECGTorso,seismic,0.4036231935024261,densenet
CWT,Beef,seismic,0.5,densenet
CWT,EthanolLevel,seismic,0.3319999873638153,densenet
CWT,MoteStrain,seismic,0.8226836919784546,densenet
CWT,GestureMidAirD1,seismic,0.4230769276618957,densenet
CWT,OliveOil,seismic,1.0,densenet
CWT,ProximalPhalanxOutlineAgeGroup,seismic,0.9756097793579102,densenet
CWT,SemgHandGenderCh2,seismic,0.6349999904632568,densenet
CWT,Plane,seismic,0.9428571462631226,densenet
CWT,AllGestureWiimoteZ,seismic,0.3942857086658478,densenet
CWT,ItalyPowerDemand,seismic,0.941690981388092,densenet
CWT,Car,seismic,0.5666666626930237,densenet
CWT,Haptics,seismic,0.3181818127632141,densenet
CWT,DistalPhalanxOutlineAgeGroup,seismic,0.8561151027679443,densenet
CWT,Strawberry,seismic,0.9945945739746094,densenet
CWT,ECG200,seismic,1.0,densenet
CWT,FiftyWords,seismic,0.5626373887062073,densenet
CWT,AllGestureWiimoteY,seismic,0.4928571283817291,densenet
CWT,GestureMidAirD3,seismic,0.2000000029802322,densenet
CWT,Ham,seismic,0.7142857313156128,densenet
CWT,SwedishLeaf,seismic,0.8496000170707703,densenet
CWT,DodgerLoopDay,seismic,0.5249999761581421,densenet
CWT,PigCVP,seismic,0.0528846159577369,densenet
CWT,ShakeGestureWiimoteZ,seismic,0.6800000071525574,densenet
CWT,MiddlePhalanxOutlineCorrect,seismic,0.993127167224884,densenet
CWT,DistalPhalanxTW,seismic,0.8345323801040649,densenet
CWT,WordSynonyms,seismic,0.4827586114406585,densenet
CWT,TwoLeadECG,seismic,0.6892010569572449,densenet
CWT,SemgHandSubjectCh2,seismic,0.6399999856948853,densenet
CWT,BME,seismic,0.6399999856948853,densenet
CWT,MiddlePhalanxOutlineAgeGroup,seismic,0.850649356842041,densenet
CWT,Trace,seismic,0.8799999952316284,densenet
CWT,InlineSkate,seismic,0.2272727340459823,densenet
CWT,Symbols,seismic,0.7608039975166321,densenet
CWT,GestureMidAirD2,seismic,0.392307698726654,densenet
CWT,SonyAIBORobotSurface2,seismic,0.8677859306335449,densenet
CWT,Earthquakes,seismic,0.7050359845161438,densenet
CWT,ProximalPhalanxOutlineCorrect,seismic,1.0,densenet
CWT,Rock,seismic,0.4399999976158142,densenet
CWT,OSULeaf,seismic,0.4173553586006164,densenet
CWT,ECGFiveDays,seismic,0.7468060255050659,densenet
CWT,CricketX,seismic,0.4025641083717346,densenet
CWT,ACSF1,seismic,0.6299999952316284,densenet
CWT,Chinatown,seismic,0.9795918464660645,densenet
CWT,CricketZ,seismic,0.4230769276618957,densenet
CWT,ToeSegmentation2,seismic,0.6461538672447205,densenet
CWT,PigAirwayPressure,seismic,0.0384615398943424,densenet
CWT,Herring,seismic,0.625,densenet
CWT,PigArtPressure,seismic,0.0480769239366054,densenet
CWT,PLAID,seismic,0.6703910827636719,densenet
CWT,MiddlePhalanxTW,seismic,0.8701298832893372,densenet
CWT,BeetleFly,seismic,0.6000000238418579,densenet
CWT,DistalPhalanxOutlineCorrect,seismic,0.8876811861991882,densenet
CWT,EOGVerticalSignal,seismic,0.3370165824890136,densenet
CWT,SmoothSubspace,seismic,0.8733333349227905,densenet
CWT,SmallKitchenAppliances,seismic,0.6880000233650208,densenet
CWT,GunPointMaleVersusFemale,seismic,0.9683544039726256,densenet
CWT,DodgerLoopWeekend,seismic,0.9710144996643066,densenet
CWT,Adiac,seismic,0.833759605884552,densenet
CWT,SonyAIBORobotSurface1,seismic,0.7004991769790649,densenet
CWT,CricketY,seismic,0.4538461565971374,densenet
CWT,Wine,seismic,1.0,densenet
CWT,PickupGestureWiimoteZ,seismic,0.6000000238418579,densenet
CWT,GunPointOldVersusYoung,seismic,0.9396825432777404,densenet
CWT,Fungi,seismic,0.6612903475761414,densenet
CWT,ShapesAll,seismic,0.4516666531562805,densenet
CWT,UMD,seismic,0.7222222089767456,densenet
CWT,GunPoint,seismic,0.8333333134651184,densenet
CWT,DiatomSizeReduction,seismic,0.9183006286621094,densenet
CWT,GesturePebbleZ1,seismic,0.7441860437393188,densenet
CWT,ToeSegmentation1,seismic,0.7763158082962036,densenet
CWT,RefrigerationDevices,seismic,0.445333331823349,densenet
CWT,PowerCons,seismic,0.8722222447395325,densenet
CWT,WormsTwoClass,seismic,0.4935064911842346,densenet
CWT,Worms,seismic,0.5194805264472961,densenet
CWT,ScreenType,seismic,0.3866666555404663,densenet
CWT,Fish,seismic,0.6057142615318298,densenet
CWT,Lightning7,seismic,0.6301369667053223,densenet
CWT,AllGestureWiimoteX,seismic,0.4528571367263794,densenet
CWT,DodgerLoopGame,seismic,0.760869562625885,densenet
CWT,HouseTwenty,seismic,0.6638655662536621,densenet
CWT,ShapeletSim,seismic,0.4833333194255829,densenet
CWT,MedicalImages,seismic,0.6671052575111389,densenet
CWT,Meat,seismic,0.949999988079071,densenet
CWT,ArrowHead,seismic,0.6114285588264465,densenet
CWT,Computers,seismic,0.5799999833106995,densenet
CWT,Coffee,seismic,0.8214285969734192,densenet
CWT,Lightning2,seismic,1.0,densenet
CWT,GesturePebbleZ2,seismic,0.753164529800415,densenet
CWT,EOGHorizontalSignal,seismic,0.3204419910907745,densenet
CWT,FreezerSmallTrain,seismic,0.7435087561607361,densenet
CWT,CBF,seismic,0.9411110877990724,densenet
CWT,LargeKitchenAppliances,seismic,0.5839999914169312,densenet
CWT,GunPointAgeSpan,seismic,0.892405092716217,densenet
CWT,SyntheticControl,seismic,0.9733333587646484,densenet
CWT,InsectEPGSmallTrain,seismic,0.7269076108932495,densenet
CWT,SemgHandMovementCh2,seismic,0.3911111056804657,densenet
MTF,FaceFour,seismic,0.5,densenet
MTF,BirdChicken,seismic,0.800000011920929,densenet
MTF,ProximalPhalanxTW,seismic,0.7512195110321045,densenet
MTF,CinCECGTorso,seismic,0.508695662021637,densenet
MTF,Beef,seismic,0.5333333611488342,densenet
MTF,EthanolLevel,seismic,0.3260000050067901,densenet
MTF,MoteStrain,seismic,0.6134185194969177,densenet
MTF,GestureMidAirD1,seismic,0.3538461625576019,densenet
MTF,OliveOil,seismic,0.7666666507720947,densenet
MTF,ProximalPhalanxOutlineAgeGroup,seismic,0.8975609540939331,densenet
MTF,SemgHandGenderCh2,seismic,0.5816666483879089,densenet
MTF,Plane,seismic,0.9428571462631226,densenet
MTF,AllGestureWiimoteZ,seismic,0.1814285665750503,densenet
MTF,ItalyPowerDemand,seismic,0.7599611282348633,densenet
MTF,Car,seismic,0.4166666567325592,densenet
MTF,Haptics,seismic,0.3214285671710968,densenet
MTF,DistalPhalanxOutlineAgeGroup,seismic,0.7266187071800232,densenet
MTF,Strawberry,seismic,0.9270270466804504,densenet
MTF,ECG200,seismic,1.0,densenet
MTF,FiftyWords,seismic,0.3648351728916168,densenet
MTF,AllGestureWiimoteY,seismic,0.1785714328289032,densenet
MTF,GestureMidAirD3,seismic,0.2230769246816635,densenet
MTF,Ham,seismic,0.4952380955219269,densenet
MTF,SwedishLeaf,seismic,0.6912000179290771,densenet
MTF,DodgerLoopDay,seismic,0.4749999940395355,densenet
MTF,PigCVP,seismic,0.0528846159577369,densenet
MTF,ShakeGestureWiimoteZ,seismic,0.5,densenet
MTF,MiddlePhalanxOutlineCorrect,seismic,0.969072163105011,densenet
MTF,DistalPhalanxTW,seismic,0.6618704795837402,densenet
MTF,WordSynonyms,seismic,0.2993730306625366,densenet
MTF,TwoLeadECG,seismic,0.6654960513114929,densenet
MTF,SemgHandSubjectCh2,seismic,0.4266666769981384,densenet
MTF,BME,seismic,0.4199999868869781,densenet
MTF,MiddlePhalanxOutlineAgeGroup,seismic,0.7272727489471436,densenet
MTF,Trace,seismic,0.7799999713897705,densenet
MTF,InlineSkate,seismic,0.2509090900421142,densenet
MTF,Symbols,seismic,0.8582914471626282,densenet
MTF,GestureMidAirD2,seismic,0.3153846263885498,densenet
MTF,SonyAIBORobotSurface2,seismic,0.6149002909660339,densenet
MTF,Earthquakes,seismic,0.6906474828720093,densenet
MTF,ProximalPhalanxOutlineCorrect,seismic,0.993127167224884,densenet
MTF,Rock,seismic,0.5400000214576721,densenet
MTF,OSULeaf,seismic,0.4586776793003082,densenet
MTF,ECGFiveDays,seismic,0.6190476417541504,densenet
MTF,CricketX,seismic,0.2461538463830948,densenet
MTF,ACSF1,seismic,0.209999993443489,densenet
MTF,Chinatown,seismic,0.7638484239578247,densenet
MTF,CricketZ,seismic,0.2435897439718246,densenet
MTF,ToeSegmentation2,seismic,0.4769230782985687,densenet
MTF,PigAirwayPressure,seismic,0.091346152126789,densenet
MTF,Herring,seismic,0.640625,densenet
MTF,PigArtPressure,seismic,0.0769230797886848,densenet
MTF,PLAID,seismic,0.3910614550113678,densenet
MTF,MiddlePhalanxTW,seismic,0.5064935088157654,densenet
MTF,BeetleFly,seismic,0.550000011920929,densenet
MTF,DistalPhalanxOutlineCorrect,seismic,0.8623188138008118,densenet
MTF,EOGVerticalSignal,seismic,0.1519336998462677,densenet
MTF,SmoothSubspace,seismic,0.473333328962326,densenet
MTF,SmallKitchenAppliances,seismic,0.6613333225250244,densenet
MTF,GunPointMaleVersusFemale,seismic,0.9335442781448364,densenet
MTF,DodgerLoopWeekend,seismic,0.9420289993286132,densenet
MTF,Adiac,seismic,0.2199488431215286,densenet
MTF,SonyAIBORobotSurface1,seismic,0.622296154499054,densenet
MTF,CricketY,seismic,0.264102578163147,densenet
MTF,Wine,seismic,0.9074074029922484,densenet
MTF,PickupGestureWiimoteZ,seismic,0.4399999976158142,densenet
MTF,GunPointOldVersusYoung,seismic,0.8888888955116272,densenet
MTF,Fungi,seismic,0.3978494703769684,densenet
MTF,ShapesAll,seismic,0.3583333194255829,densenet
MTF,UMD,seismic,0.5277777910232544,densenet
MTF,GunPoint,seismic,0.8533333539962769,densenet
MTF,DiatomSizeReduction,seismic,0.4803921580314636,densenet
MTF,GesturePebbleZ1,seismic,0.6686046719551086,densenet
MTF,ToeSegmentation1,seismic,0.5921052694320679,densenet
MTF,RefrigerationDevices,seismic,0.4773333370685577,densenet
MTF,PowerCons,seismic,0.75,densenet
MTF,WormsTwoClass,seismic,0.6233766078948975,densenet
MTF,Worms,seismic,0.5584415793418884,densenet
MTF,ScreenType,seismic,0.4693333208560943,densenet
MTF,Fish,seismic,0.6285714507102966,densenet
MTF,Lightning7,seismic,0.3972602784633636,densenet
MTF,AllGestureWiimoteX,seismic,0.2014285773038864,densenet
MTF,DodgerLoopGame,seismic,0.5,densenet
MTF,HouseTwenty,seismic,0.7478991746902466,densenet
MTF,ShapeletSim,seismic,0.699999988079071,densenet
MTF,MedicalImages,seismic,0.4947368502616882,densenet
MTF,Meat,seismic,0.75,densenet
MTF,ArrowHead,seismic,0.6571428775787354,densenet
MTF,Computers,seismic,0.5400000214576721,densenet
MTF,Coffee,seismic,0.8571428656578064,densenet
MTF,Lightning2,seismic,1.0,densenet
MTF,GesturePebbleZ2,seismic,0.6139240264892578,densenet
MTF,EOGHorizontalSignal,seismic,0.140883982181549,densenet
MTF,FreezerSmallTrain,seismic,0.7484210729598999,densenet
MTF,CBF,seismic,0.8144444227218628,densenet
MTF,LargeKitchenAppliances,seismic,0.4693333208560943,densenet
MTF,GunPointAgeSpan,seismic,0.8797468543052673,densenet
MTF,SyntheticControl,seismic,0.6399999856948853,densenet
MTF,InsectEPGSmallTrain,seismic,0.6666666865348816,densenet
MTF,SemgHandMovementCh2,seismic,0.2399999946355819,densenet
RP,FaceFour,seismic,0.5909090638160706,densenet
RP,BirdChicken,seismic,0.8999999761581421,densenet
RP,ProximalPhalanxTW,seismic,0.980487823486328,densenet
RP,CinCECGTorso,seismic,0.8333333134651184,densenet
RP,Beef,seismic,0.8333333134651184,densenet
RP,EthanolLevel,seismic,0.8220000267028809,densenet
RP,MoteStrain,seismic,0.8434504866600037,densenet
RP,GestureMidAirD1,seismic,0.4000000059604645,densenet
RP,OliveOil,seismic,0.9333333373069764,densenet
RP,ProximalPhalanxOutlineAgeGroup,seismic,0.9560975432395936,densenet
RP,SemgHandGenderCh2,seismic,0.6666666865348816,densenet
RP,Plane,seismic,0.9904761910438538,densenet
RP,AllGestureWiimoteZ,seismic,0.4285714328289032,densenet
RP,ItalyPowerDemand,seismic,0.8600583076477051,densenet
RP,Car,seismic,0.8999999761581421,densenet
RP,Haptics,seismic,0.5129870176315308,densenet
RP,DistalPhalanxOutlineAgeGroup,seismic,0.9208633303642272,densenet
RP,Strawberry,seismic,0.9189189076423644,densenet
RP,ECG200,seismic,1.0,densenet
RP,FiftyWords,seismic,0.687912106513977,densenet
RP,AllGestureWiimoteY,seismic,0.2957142889499664,densenet
RP,GestureMidAirD3,seismic,0.2692307829856872,densenet
RP,Ham,seismic,0.6761904954910278,densenet
RP,SwedishLeaf,seismic,0.9775999784469604,densenet
RP,DodgerLoopDay,seismic,0.262499988079071,densenet
RP,PigCVP,seismic,0.1778846085071563,densenet
RP,ShakeGestureWiimoteZ,seismic,0.6600000262260437,densenet
RP,MiddlePhalanxOutlineCorrect,seismic,0.7182130813598633,densenet
RP,DistalPhalanxTW,seismic,0.9568345546722412,densenet
RP,WordSynonyms,seismic,0.6551724076271057,densenet
RP,TwoLeadECG,seismic,0.992098331451416,densenet
RP,SemgHandSubjectCh2,seismic,0.4622222185134887,densenet
RP,BME,seismic,0.8999999761581421,densenet
RP,MiddlePhalanxOutlineAgeGroup,seismic,0.9415584206581116,densenet
RP,Trace,seismic,0.9300000071525574,densenet
RP,InlineSkate,seismic,0.3981818258762359,densenet
RP,Symbols,seismic,0.9306532740592957,densenet
RP,GestureMidAirD2,seismic,0.5153846144676208,densenet
RP,SonyAIBORobotSurface2,seismic,0.7313746213912964,densenet
RP,Earthquakes,seismic,0.6906474828720093,densenet
RP,ProximalPhalanxOutlineCorrect,seismic,0.7800687551498413,densenet
RP,Rock,seismic,0.5199999809265137,densenet
RP,OSULeaf,seismic,0.7396694421768188,densenet
RP,ECGFiveDays,seismic,0.9698025584220886,densenet
RP,CricketX,seismic,0.5820512771606445,densenet
RP,ACSF1,seismic,0.3300000131130218,densenet
RP,Chinatown,seismic,0.927113711833954,densenet
RP,CricketZ,seismic,0.6179487109184265,densenet
RP,ToeSegmentation2,seismic,0.7384615540504456,densenet
RP,PigAirwayPressure,seismic,0.1586538404226303,densenet
RP,Herring,seismic,0.5625,densenet
RP,PigArtPressure,seismic,0.3125,densenet
RP,PLAID,seismic,0.3929236531257629,densenet
RP,MiddlePhalanxTW,seismic,0.980519473552704,densenet
RP,BeetleFly,seismic,0.6000000238418579,densenet
RP,DistalPhalanxOutlineCorrect,seismic,0.75,densenet
RP,EOGVerticalSignal,seismic,0.325966864824295,densenet
RP,SmoothSubspace,seismic,0.959999978542328,densenet
RP,SmallKitchenAppliances,seismic,0.3946666717529297,densenet
RP,GunPointMaleVersusFemale,seismic,0.9936708807945251,densenet
RP,DodgerLoopWeekend,seismic,0.9492753744125366,densenet
RP,Adiac,seismic,0.7698209881782532,densenet
RP,SonyAIBORobotSurface1,seismic,0.6089850068092346,densenet
RP,CricketY,seismic,0.5871794819831848,densenet
RP,Wine,seismic,0.6481481194496155,densenet
RP,PickupGestureWiimoteZ,seismic,0.6600000262260437,densenet
RP,GunPointOldVersusYoung,seismic,0.9809523820877076,densenet
RP,Fungi,seismic,0.7956989407539368,densenet
RP,ShapesAll,seismic,0.4716666638851166,densenet
RP,UMD,seismic,0.75,densenet
RP,GunPoint,seismic,0.8933333158493042,densenet
RP,DiatomSizeReduction,seismic,0.9248365759849548,densenet
RP,GesturePebbleZ1,seismic,0.8372092843055725,densenet
RP,ToeSegmentation1,seismic,0.7236841917037964,densenet
RP,RefrigerationDevices,seismic,0.4880000054836273,densenet
RP,PowerCons,seismic,0.905555546283722,densenet
RP,WormsTwoClass,seismic,0.6363636255264282,densenet
RP,Worms,seismic,0.6233766078948975,densenet
RP,ScreenType,seismic,0.3973333239555359,densenet
RP,Fish,seismic,0.937142848968506,densenet
RP,Lightning7,seismic,0.6164383292198181,densenet
RP,AllGestureWiimoteX,seismic,0.3899999856948852,densenet
RP,DodgerLoopGame,seismic,0.5579710006713867,densenet
RP,HouseTwenty,seismic,0.7899159789085388,densenet
RP,ShapeletSim,seismic,0.5277777910232544,densenet
RP,MedicalImages,seismic,0.6657894849777222,densenet
RP,Meat,seismic,0.8333333134651184,densenet
RP,ArrowHead,seismic,0.668571412563324,densenet
RP,Computers,seismic,0.5440000295639038,densenet
RP,Coffee,seismic,0.9642857313156128,densenet
RP,Lightning2,seismic,1.0,densenet
RP,GesturePebbleZ2,seismic,0.7594936490058899,densenet
RP,EOGHorizontalSignal,seismic,0.2265193313360214,densenet
RP,FreezerSmallTrain,seismic,0.9940350651741028,densenet
RP,CBF,seismic,0.7566666603088379,densenet
RP,LargeKitchenAppliances,seismic,0.4133333265781402,densenet
RP,GunPointAgeSpan,seismic,0.9367088675498962,densenet
RP,SyntheticControl,seismic,0.746666669845581,densenet
RP,InsectEPGSmallTrain,seismic,0.6144578456878662,densenet
RP,SemgHandMovementCh2,seismic,0.3044444322586059,densenet
CWT,FaceFour,terrain,0.943181812763214,densenet
CWT,BirdChicken,terrain,0.800000011920929,densenet
CWT,ProximalPhalanxTW,terrain,0.9658536314964294,densenet
CWT,CinCECGTorso,terrain,0.5528985261917114,densenet
CWT,Beef,terrain,0.6000000238418579,densenet
CWT,EthanolLevel,terrain,0.3219999969005584,densenet
CWT,MoteStrain,terrain,0.8019169569015503,densenet
CWT,GestureMidAirD1,terrain,0.4923076927661896,densenet
CWT,OliveOil,terrain,1.0,densenet
CWT,ProximalPhalanxOutlineAgeGroup,terrain,0.980487823486328,densenet
CWT,SemgHandGenderCh2,terrain,0.8083333373069763,densenet
CWT,Plane,terrain,0.9809523820877076,densenet
CWT,AllGestureWiimoteZ,terrain,0.508571445941925,densenet
CWT,ItalyPowerDemand,terrain,0.9591836929321288,densenet
CWT,Car,terrain,0.7666666507720947,densenet
CWT,Haptics,terrain,0.3571428656578064,densenet
CWT,DistalPhalanxOutlineAgeGroup,terrain,0.8848921060562134,densenet
CWT,Strawberry,terrain,0.9810810685157776,densenet
CWT,ECG200,terrain,1.0,densenet
CWT,FiftyWords,terrain,0.6791208982467651,densenet
CWT,AllGestureWiimoteY,terrain,0.5428571701049805,densenet
CWT,GestureMidAirD3,terrain,0.2615384757518768,densenet
CWT,Ham,terrain,0.723809540271759,densenet
CWT,SwedishLeaf,terrain,0.8912000060081482,densenet
CWT,DodgerLoopDay,terrain,0.625,densenet
CWT,PigCVP,terrain,0.0528846159577369,densenet
CWT,ShakeGestureWiimoteZ,terrain,0.8199999928474426,densenet
CWT,MiddlePhalanxOutlineCorrect,terrain,0.9793814420700072,densenet
CWT,DistalPhalanxTW,terrain,0.9208633303642272,densenet
CWT,WordSynonyms,terrain,0.6034482717514038,densenet
CWT,TwoLeadECG,terrain,0.7796312570571899,densenet
CWT,SemgHandSubjectCh2,terrain,0.742222249507904,densenet
CWT,BME,terrain,0.8199999928474426,densenet
CWT,MiddlePhalanxOutlineAgeGroup,terrain,0.9285714030265808,densenet
CWT,Trace,terrain,0.9100000262260436,densenet
CWT,InlineSkate,terrain,0.2836363613605499,densenet
CWT,Symbols,terrain,0.8743718862533569,densenet
CWT,GestureMidAirD2,terrain,0.4923076927661896,densenet
CWT,SonyAIBORobotSurface2,terrain,0.860440731048584,densenet
CWT,Earthquakes,terrain,0.7050359845161438,densenet
CWT,ProximalPhalanxOutlineCorrect,terrain,1.0,densenet
CWT,Rock,terrain,0.5400000214576721,densenet
CWT,OSULeaf,terrain,0.5,densenet
CWT,ECGFiveDays,terrain,0.876887321472168,densenet
CWT,CricketX,terrain,0.6435897350311279,densenet
CWT,ACSF1,terrain,0.5799999833106995,densenet
CWT,Chinatown,terrain,0.9708454608917236,densenet
CWT,CricketZ,terrain,0.5923076868057251,densenet
CWT,ToeSegmentation2,terrain,0.8538461327552795,densenet
CWT,PigAirwayPressure,terrain,0.091346152126789,densenet
CWT,Herring,terrain,0.5625,densenet
CWT,PigArtPressure,terrain,0.081730768084526,densenet
CWT,PLAID,terrain,0.6964617967605591,densenet
